ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,review_type,problem_type
735,22,15,2024-03-02,4,Customer  support  was  very  helpful.,1,none
736,72,6,2023-10-17,5,"Excellent  product,  highly  recommend!",1,none
737,45,15,2023-10-11,3,Not  worth  the  money.,0,Price/Value
738,3,12,2025-08-22,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
739,70,18,2023-07-05,3,"Average  experience,  nothing  special.",0,Other/Unclear
740,33,5,2025-02-05,2,"Good  quality,  but  could  be  cheaper.",0,Price/Value
741,3,9,2025-05-24,3,Not    worth  the  money.,0,Price/Value
742,84,7,2025-03-03,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
743,89,3,2023-05-15,3,Not  worth  the  money.,0,Price/Value
744,63,19,2023-03-31,3,Not  worth  the  money.,0,Price/Value
745,85,12,2024-05-17,5,Exceeded  my  expectations!,1,none
746,24,13,2024-03-28,5,"I  love    this  product,  will  buy  again!",1,none
747,84,1,2023-04-27,5,"I  love  this  product,  will  buy  again!",1,none
748,100,13,2025-09-15,3,"Great  purchase,    very  satisfied.",1,none
749,64,13,2025-06-28,2,Not  worth  the  money.,0,Price/Value
750,3,5,2024-06-20,4,The    quality  is  top-notch.,1,none
751,58,17,2025-07-11,5,"I  love  this  product,  will  buy  again!",1,none
752,7,12,2024-10-11,1,Not  worth  the  money.,0,Price/Value
753,94,4,2023-01-29,5,The  build  quality  is  impressive.,1,none
754,55,11,2025-07-11,4,The  quality  is  top-notch.,1,none
755,27,15,2024-03-31,4,"Great  purchase,  very  satisfied.",1,none
756,94,8,2025-03-25,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
757,8,13,2023-09-27,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
758,53,1,2024-05-23,2,"Average  experience,  nothing    special.",0,Other/Unclear
759,21,16,2024-12-13,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
760,100,5,2025-12-18,3,Not    worth  the  money.,0,Price/Value
761,49,16,2025-03-17,3,Customer  support  was  very  helpful.,1,none
762,39,13,2025-05-31,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
763,54,16,2023-08-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
764,84,11,2024-07-08,1,"Terrible  customer  service,  would  not  buy  again.",0,Customer Service
765,74,18,2024-12-11,1,Disappointed  with  the  performance.,0,Product Quality/Performance
766,83,7,2025-07-31,4,Five  stars  for  the  quick  delivery.,1,none
767,48,11,2023-10-09,5,Exceeded    my  expectations!,1,none
768,24,16,2023-02-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
769,77,7,2024-09-02,5,"Excellent  product,    highly  recommend!",1,none
770,52,1,2025-02-02,4,Customer  support  was  very  helpful.,1,none
771,32,12,2025-03-21,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
772,62,4,2023-09-13,4,Five    stars  for  the  quick  delivery.,1,none
773,17,14,2024-06-21,2,Disappointed  with  the  performance.,0,Product Quality/Performance
774,46,6,2025-12-10,5,"Great  purchase,    very  satisfied.",1,none
775,13,16,2025-08-31,4,"Great  purchase,  very    satisfied.",1,none
776,17,13,2023-01-12,5,Customer  support  was  very  helpful.,1,none
777,81,6,2024-02-14,5,Five  stars  for  the  quick  delivery.,1,none
778,97,7,2025-06-11,5,The  quality  is    top-notch.,1,none
779,66,17,2025-05-25,5,Five  stars  for  the  quick  delivery.,1,none
780,83,1,2025-10-23,5,The  build  quality  is  impressive.,1,none
781,68,13,2024-06-06,5,Exceeded  my  expectations!,1,none
782,25,3,2024-08-19,5,Customer  support  was  very  helpful.,1,none
783,21,18,2024-11-30,5,The  build  quality  is  impressive.,1,none
784,22,16,2024-12-09,2,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
785,9,10,2025-10-11,4,"I  love  this  product,  will  buy  again!",1,none
786,37,13,2025-07-29,5,Five  stars  for  the  quick  delivery.,1,none
787,59,5,2024-08-08,3,"Average  experience,  nothing  special.",0,Other/Unclear
788,83,15,2025-05-16,3,Customer  support  was    very  helpful.,1,none
789,7,17,2023-04-08,5,Amazing  value  for  the  price.,1,none
790,73,9,2024-06-08,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
791,11,18,2023-06-27,3,"Average  experience,  nothing    special.",0,Other/Unclear
792,88,14,2023-07-29,3,"The  product  is    okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
793,53,7,2025-05-21,5,"I  love  this  product,  will  buy  again!",1,none
794,24,17,2024-12-03,5,"Excellent  product,  highly  recommend!",1,none
795,4,14,2024-12-16,5,Customer  support  was  very  helpful.,1,none
796,27,17,2025-02-27,5,The  build  quality  is  impressive.,1,none
797,68,19,2025-02-22,5,The  quality  is    top-notch.,1,none
798,95,13,2023-08-22,2,"Average  experience,  nothing  special.",0,Other/Unclear
799,96,9,2025-07-17,3,"Average  experience,  nothing  special.",0,Other/Unclear
800,74,8,2024-05-23,5,Five  stars  for  the  quick  delivery.,1,none
801,36,10,2023-01-09,2,Not  worth  the  money.,0,Price/Value
802,12,16,2023-03-04,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
803,6,11,2023-09-22,4,"I  love  this  product,  will  buy  again!",1,none
804,16,8,2025-09-22,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
805,76,20,2024-10-28,2,Not  worth  the  money.,0,Price/Value
806,18,9,2023-08-28,5,The  quality  is  top-notch.,1,none
807,68,8,2025-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
808,49,6,2025-12-12,3,"Good  quality,  but  could  be    cheaper.",0,Price/Value
809,37,17,2023-08-20,2,Product  did  not  meet  my    expectations.,0,Product Quality/Performance
810,56,2,2025-06-24,2,Disappointed  with  the  performance.,0,Product Quality/Performance
811,10,2,2024-01-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
812,80,20,2025-04-19,4,"I  love  this  product,  will    buy  again!",1,none
813,58,15,2024-03-28,5,The  quality  is  top-notch.,1,none
814,93,3,2024-10-28,3,Not  worth  the  money.,0,Price/Value
815,72,6,2025-11-19,1,I  had  a  bad  experience    with  this  product.,0,Other/Unclear
816,91,1,2024-01-11,4,"Great  purchase,    very  satisfied.",1,none
817,6,15,2024-11-17,3,Five  stars  for  the  quick  delivery.,1,none
818,55,20,2023-12-11,3,"Average  experience,  nothing    special.",0,Other/Unclear
819,20,15,2024-05-12,4,Shipping  was  fast  and  the  item    was  well-packaged.,1,none
820,47,19,2023-04-10,3,Not  worth  the  money.,0,Price/Value
821,98,12,2025-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
822,47,15,2023-01-28,4,"Great  purchase,  very  satisfied.",1,none
823,59,14,2024-09-29,5,Five    stars  for  the  quick  delivery.,1,none
824,77,13,2024-07-30,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
825,21,18,2023-01-10,1,"Not  satisfied,  the  product  broke  after  a  week.",0,Product Defect/Malfunction
826,8,11,2024-10-29,4,"Great  purchase,  very  satisfied.",1,none
827,84,18,2025-04-05,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
828,53,20,2025-02-28,5,"I  love  this  product,  will  buy  again!",1,none
829,31,9,2023-05-17,4,"Great  purchase,  very  satisfied.",1,none
830,61,19,2025-07-23,2,"Average  experience,  nothing    special.",0,Other/Unclear
831,48,17,2025-08-30,3,Not  worth  the  money.,0,Price/Value
832,44,17,2024-04-23,3,"Average  experience,  nothing  special.",0,Other/Unclear
833,31,18,2023-08-29,5,Exceeded  my    expectations!,1,none
834,74,1,2025-09-21,2,"Average    experience,  nothing  special.",0,Other/Unclear
835,12,12,2024-05-07,5,Exceeded  my  expectations!,1,none
836,52,9,2023-10-25,1,Product  did    not  meet  my  expectations.,0,Product Quality/Performance
837,19,16,2023-12-11,5,Customer  support  was  very  helpful.,1,none
838,61,17,2024-04-21,5,Shipping  was  fast  and  the    item  was  well-packaged.,1,none
839,79,7,2024-08-02,4,Shipping    was  fast  and  the  item  was  well-packaged.,1,none
840,44,10,2023-01-30,4,The  quality  is  top-notch.,1,none
841,88,10,2023-08-25,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
842,70,17,2024-10-03,5,The  build  quality  is  impressive.,1,none
843,51,13,2025-08-28,2,Not  worth    the  money.,0,Price/Value
844,66,10,2023-07-01,4,"I  love  this  product,  will    buy  again!",1,none
845,89,7,2023-07-26,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
846,17,17,2024-04-22,4,The  quality  is  top-notch.,1,none
847,6,5,2025-05-29,1,"Terrible  customer  service,  would  not  buy  again.",0,Customer Service
848,6,18,2023-03-08,1,The  product  stopped  working  after  a  month.,0,Product Quality/Performance
849,78,10,2025-02-01,2,"Good  quality,  but  could  be  cheaper.",0,Price/Value
850,89,12,2023-07-24,4,The  quality  is  top-notch.,1,none
851,31,12,2025-11-29,5,The  quality  is  top-notch.,1,none
852,37,11,2024-12-03,4,Customer  support  was  very  helpful.,1,none
853,42,11,2023-05-19,3,"The  product  is  okay,  but    the  instructions  were  unclear.",0,Instructions/Usability
854,7,5,2025-06-09,5,Shipping  was  fast    and  the  item  was  well-packaged.,1,none
855,2,7,2024-01-08,2,Not  worth  the  money.,0,Price/Value
856,23,6,2023-01-03,5,Customer  support  was  very  helpful.,1,none
857,11,15,2023-10-17,4,"Great  purchase,  very  satisfied.",1,none
858,92,17,2025-05-05,3,"Average  experience,  nothing  special.",0,Other/Unclear
859,6,19,2024-06-25,5,Amazing  value  for  the  price.,1,none
860,27,5,2025-01-26,3,Not  worth    the  money.,0,Price/Value
861,70,8,2024-04-18,5,"I  love  this  product,  will  buy  again!",1,none
862,4,10,2025-01-17,2,Disappointed  with  the  performance.,0,Product Quality/Performance
863,93,5,2025-07-05,3,"The  product  is  okay,  but  the    instructions  were  unclear.",0,Instructions/Usability
864,85,1,2025-01-16,4,Customer  support  was  very    helpful.,1,none
865,17,13,2025-03-03,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
866,36,16,2025-03-03,5,Customer  support  was  very  helpful.,1,none
867,7,8,2023-07-20,1,"Terrible  customer  service,  would  not  buy  again.",0,Customer Service
868,10,14,2024-11-01,4,Customer  support  was  very  helpful.,1,none
869,18,3,2023-02-02,4,Five  stars  for  the  quick  delivery.,1,none
870,19,2,2023-03-19,3,"Average  experience,  nothing  special.",0,Other/Unclear
871,3,5,2024-03-20,5,The    build  quality  is  impressive.,1,none
872,96,3,2025-04-14,2,Product  did    not  meet  my  expectations.,0,Product Quality/Performance
873,82,15,2025-06-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
874,78,8,2025-11-09,4,The  build  quality  is  impressive.,1,none
875,44,20,2023-11-27,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
876,10,19,2024-06-19,1,The  product  stopped  working  after  a  month.,0,Product Quality/Performance
877,78,14,2024-08-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
878,24,10,2025-05-26,2,"Average  experience,  nothing  special.",0,Other/Unclear
879,2,6,2023-09-16,4,"Great  purchase,  very  satisfied.",1,none
880,29,13,2023-07-31,5,"Excellent  product,  highly  recommend!",1,none
881,63,2,2023-04-25,4,"I  love  this  product,  will  buy  again!",1,none
882,6,7,2024-10-08,4,"Great  purchase,  very  satisfied.",1,none
883,4,9,2023-07-08,4,"Great  purchase,  very  satisfied.",1,none
884,24,2,2023-11-08,5,Amazing  value  for  the  price.,1,none
885,58,6,2024-09-10,5,Customer  support  was  very  helpful.,1,none
886,95,15,2025-02-14,5,Customer  support  was  very  helpful.,1,none
887,38,10,2025-03-17,2,"Average  experience,  nothing  special.",0,Other/Unclear
888,83,4,2023-01-05,1,I  had  a  bad  experience  with  this  product.,0,Other/Unclear
889,45,15,2024-10-02,4,"Great    purchase,  very  satisfied.",1,none
890,59,5,2024-07-25,1,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
891,48,9,2025-02-26,3,Not  worth  the  money.,0,Price/Value
892,27,4,2025-08-01,4,"Great  purchase,  very    satisfied.",1,none
893,51,3,2024-02-06,4,Customer  support  was  very  helpful.,1,none
894,82,4,2023-06-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
895,38,4,2024-10-28,5,Exceeded  my  expectations!,1,none
896,40,20,2025-10-17,4,Five  stars  for  the  quick  delivery.,1,none
897,48,5,2025-01-05,2,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
898,76,15,2023-09-18,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
899,89,9,2024-01-02,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
900,10,5,2025-04-04,3,"The  product  is  okay,  but  the  instructions  were    unclear.",0,Instructions/Usability
901,16,19,2023-02-15,4,The  quality  is  top-notch.,1,none
902,75,13,2025-07-02,4,"Great  purchase,  very  satisfied.",1,none
903,69,5,2025-10-05,4,Customer  support    was  very  helpful.,1,none
904,68,9,2025-12-24,4,Five  stars  for  the  quick  delivery.,1,none
905,82,4,2024-05-05,2,Not    worth  the  money.,0,Price/Value
906,92,17,2025-02-27,4,Five  stars  for  the  quick  delivery.,1,none
907,67,3,2023-10-21,5,Customer  support  was  very  helpful.,1,none
908,37,9,2025-03-28,3,Not  worth  the  money.,0,Price/Value
909,59,7,2023-09-08,4,"I  love  this  product,  will  buy  again!",1,none
910,92,5,2023-06-14,4,The  quality  is  top-notch.,1,none
911,93,6,2024-06-27,1,Product  did    not  meet  my  expectations.,0,Product Quality/Performance
912,100,2,2025-10-27,2,Disappointed  with  the  performance.,0,Product Quality/Performance
913,64,5,2024-09-06,4,Customer  support  was  very  helpful.,1,none
914,81,19,2023-03-04,5,"Great    purchase,  very  satisfied.",1,none
915,55,5,2024-12-21,1,I  had  a  bad  experience  with  this  product.,0,Other/Unclear
916,40,5,2024-10-05,2,Not  worth  the  money.,0,Price/Value
917,44,20,2025-05-17,4,The  quality  is  top-notch.,1,none
918,50,4,2024-09-09,3,"The  product    is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
919,37,18,2025-02-14,1,"Terrible  customer  service,  would  not  buy  again.",0,Customer Service
920,28,1,2025-04-13,4,Customer  support  was  very  helpful.,1,none
921,93,11,2023-06-26,5,"Great  purchase,  very  satisfied.",1,none
922,92,4,2025-07-22,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
923,3,20,2024-02-07,5,"Excellent  product,  highly    recommend!",1,none
924,62,19,2024-12-20,3,Customer  support    was  very  helpful.,1,none
925,2,20,2025-02-10,1,"Terrible  customer  service,  would    not  buy  again.",0,Customer Service
926,86,12,2023-06-17,4,Five  stars  for  the  quick  delivery.,1,none
927,21,4,2024-08-08,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
928,10,9,2024-05-25,4,Customer  support  was  very  helpful.,1,none
929,47,5,2024-10-09,5,Amazing  value  for  the  price.,1,none
930,83,19,2024-08-05,4,Five  stars  for  the  quick  delivery.,1,none
931,73,8,2023-09-27,5,"Excellent  product,  highly  recommend!",1,none
932,11,20,2023-08-26,5,The  build  quality  is  impressive.,1,none
933,83,12,2023-01-11,3,Not  worth  the  money.,0,Price/Value
934,44,3,2023-04-26,5,"I  love  this    product,  will  buy  again!",1,none
935,71,12,2025-08-28,5,"I  love  this  product,  will  buy  again!",1,none
936,99,15,2023-09-23,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
937,96,9,2023-06-08,4,"Great  purchase,    very  satisfied.",1,none
938,29,12,2024-07-08,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
939,42,6,2024-08-09,5,Customer  support  was  very  helpful.,1,none
940,15,12,2025-09-12,4,"Great    purchase,  very  satisfied.",1,none
941,13,9,2023-05-21,4,Five  stars  for  the  quick  delivery.,1,none
942,69,2,2023-02-19,5,"Excellent  product,  highly  recommend!",1,none
943,70,19,2023-04-15,5,"Great  purchase,  very  satisfied.",1,none
944,72,2,2024-08-11,4,The  quality  is  top-notch.,1,none
945,46,5,2025-12-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
946,96,7,2023-08-28,2,Disappointed  with  the  performance.,0,Product Quality/Performance
947,86,18,2025-11-02,2,"Average  experience,  nothing  special.",0,Other/Unclear
948,29,10,2025-01-22,5,Shipping  was  fast    and  the  item  was  well-packaged.,1,none
949,55,15,2025-08-25,1,Product  did    not  meet  my  expectations.,0,Product Quality/Performance
950,96,9,2024-02-09,5,Customer  support  was  very  helpful.,1,none
951,80,15,2024-07-11,2,Not  worth  the  money.,0,Price/Value
952,46,15,2025-01-14,5,Customer  support  was  very  helpful.,1,none
953,29,3,2025-11-22,4,Five  stars  for  the  quick  delivery.,1,none
954,26,8,2025-03-13,5,Shipping    was  fast  and  the  item  was  well-packaged.,1,none
955,53,12,2023-03-15,4,"Great  purchase,  very  satisfied.",1,none
956,33,2,2024-10-26,2,"Average  experience,  nothing  special.",0,Other/Unclear
957,37,15,2024-02-26,4,"I  love  this  product,  will  buy    again!",1,none
958,45,1,2023-08-17,1,Not  worth  the  money.,0,Price/Value
959,85,9,2025-01-01,5,Amazing  value  for  the  price.,1,none
960,81,2,2024-03-23,4,Customer  support  was  very  helpful.,1,none
961,74,20,2024-07-10,5,"I  love  this    product,  will  buy  again!",1,none
962,95,18,2024-10-16,4,"Good  quality,  but  could  be    cheaper.",0,Price/Value
963,36,6,2023-11-17,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
964,60,18,2024-06-11,4,"Great  purchase,    very  satisfied.",1,none
965,25,7,2024-12-15,5,"Excellent  product,  highly  recommend!",1,none
966,21,6,2025-09-30,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
967,94,12,2024-04-22,5,The  build    quality  is  impressive.,1,none
968,46,14,2024-08-07,5,The  quality  is  top-notch.,1,none
969,48,4,2023-04-09,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
970,43,2,2024-05-26,3,Not  worth  the  money.,0,Price/Value
971,5,5,2024-12-17,4,The  quality  is  top-notch.,1,none
972,18,19,2024-08-01,5,Exceeded    my  expectations!,1,none
973,4,4,2024-01-23,4,"I  love  this  product,  will  buy  again!",1,none
974,13,6,2024-03-01,4,The  quality  is  top-notch.,1,none
975,84,15,2023-06-12,3,Not  worth  the  money.,0,Price/Value
976,80,7,2023-03-30,4,Shipping  was  fast  and  the  item    was  well-packaged.,1,none
977,44,10,2023-06-28,3,"Good  quality,  but  could    be  cheaper.",0,Price/Value
978,46,13,2025-07-18,5,Customer  support  was  very  helpful.,1,none
979,14,4,2024-03-16,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
980,92,14,2023-07-14,2,"Average  experience,  nothing  special.",0,Other/Unclear
981,48,10,2023-05-13,3,"The  product  is    okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
982,63,7,2023-11-28,4,"Great  purchase,  very  satisfied.",1,none
983,31,19,2024-05-28,5,Customer  support  was  very  helpful.,1,none
984,88,11,2023-08-23,3,"The  product  is  okay,  but  the    instructions  were  unclear.",0,Instructions/Usability
985,78,11,2025-10-23,2,Not  worth  the  money.,0,Price/Value
986,20,7,2025-11-30,5,The  build  quality  is  impressive.,1,none
987,37,16,2024-09-15,4,"I  love  this  product,  will  buy  again!",1,none
988,14,14,2025-04-06,4,"I  love  this  product,  will  buy  again!",1,none
989,93,19,2023-06-11,4,"Great    purchase,  very  satisfied.",1,none
990,7,4,2023-05-05,4,Customer  support  was  very  helpful.,1,none
991,97,18,2025-03-10,4,Customer  support  was  very  helpful.,1,none
992,77,2,2023-08-16,3,Not  worth  the  money.,0,Price/Value
993,27,12,2025-01-10,2,"Good  quality,  but  could  be  cheaper.",0,Price/Value
994,62,5,2025-11-27,5,Customer  support  was  very  helpful.,1,none
995,17,8,2025-07-29,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
996,85,10,2025-01-05,5,Exceeded  my  expectations!,1,none
997,82,1,2023-10-03,4,"I  love  this  product,  will  buy  again!",1,none
998,34,11,2025-05-18,4,Five  stars  for  the  quick  delivery.,1,none
999,37,8,2023-05-28,4,"I  love  this  product,  will  buy  again!",1,none
1000,86,12,2025-11-17,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
1001,72,13,2023-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
1002,25,15,2025-05-15,4,Five  stars  for  the  quick  delivery.,1,none
1003,14,16,2025-03-31,5,Five  stars  for  the  quick  delivery.,1,none
1004,53,10,2024-01-14,4,Customer  support  was  very  helpful.,1,none
1005,82,17,2024-10-23,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
1006,87,2,2023-06-14,5,Exceeded  my  expectations!,1,none
1007,49,9,2024-02-15,5,Amazing  value    for  the  price.,1,none
1008,60,13,2025-09-05,3,"Average  experience,  nothing  special.",0,Other/Unclear
1009,31,3,2025-11-21,2,"The  product  is  okay,  but  the  instructions  were    unclear.",0,Instructions/Usability
1010,3,3,2025-05-17,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
1011,80,19,2023-10-11,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
1012,26,3,2025-02-25,2,Not    worth  the  money.,0,Price/Value
1013,32,8,2025-07-12,4,"I  love  this  product,  will  buy  again!",1,none
1014,81,20,2023-04-16,4,Five  stars  for  the  quick  delivery.,1,none
1015,25,2,2023-03-05,2,Not  worth  the  money.,0,Price/Value
1016,30,16,2025-08-27,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
1017,84,13,2025-05-26,5,"Great  purchase,  very  satisfied.",1,none
1018,44,20,2024-07-29,2,Not  worth    the  money.,0,Price/Value
1019,25,12,2023-07-12,4,Five  stars  for  the  quick  delivery.,1,none
1020,100,5,2025-09-02,3,"Average  experience,  nothing  special.",0,Other/Unclear
1021,49,20,2024-03-16,4,"Great  purchase,  very  satisfied.",1,none
1022,71,5,2025-01-23,3,Not    worth  the  money.,0,Price/Value
1023,77,18,2023-10-19,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
1024,85,19,2025-11-05,3,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
1025,31,16,2025-02-17,3,"Good  quality,  but  could    be  cheaper.",0,Price/Value
1026,90,12,2023-11-10,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
1027,22,14,2025-07-20,3,Not    worth  the  money.,0,Price/Value
1028,66,3,2023-04-17,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
1029,66,6,2025-11-14,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
1030,46,16,2024-10-02,5,"I  love  this  product,  will  buy  again!",1,none
1031,28,1,2024-05-22,3,"Average  experience,  nothing  special.",0,Other/Unclear
1032,46,17,2025-06-03,4,"Great  purchase,  very  satisfied.",1,none
1033,74,11,2023-02-16,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
1034,34,19,2024-02-04,1,Not  worth  the  money.,0,Price/Value
1035,77,9,2023-11-25,5,Exceeded  my  expectations!,1,none
1036,24,7,2025-08-16,2,Disappointed  with  the  performance.,0,Product Quality/Performance
1037,66,16,2024-05-20,4,"Great  purchase,  very  satisfied.",1,none
1038,22,13,2024-05-28,3,Not  worth    the  money.,0,Price/Value
1039,15,1,2024-11-25,3,Five  stars  for  the  quick  delivery.,1,none
1040,100,19,2024-03-02,5,The  build  quality  is    impressive.,1,none
1041,19,18,2024-04-14,4,"Great    purchase,  very  satisfied.",1,none
1042,68,1,2023-10-06,3,Not  worth  the  money.,0,Price/Value
1043,29,12,2025-01-06,4,Five  stars  for  the  quick  delivery.,1,none
1044,79,1,2024-03-22,4,"I  love  this  product,  will  buy  again!",1,none
1045,33,19,2024-12-14,3,"The  product  is    okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
1046,45,8,2025-05-17,1,The  product  arrived  late.,0,Shipping/Delivery
1047,6,5,2025-10-09,5,"Great  purchase,  very  satisfied.",1,none
1048,25,17,2025-11-18,3,Customer  support  was  very  helpful.,1,none
1049,50,2,2023-05-26,5,Five  stars  for    the  quick  delivery.,1,none
1050,83,8,2024-06-14,5,"Excellent  product,  highly    recommend!",1,none
1051,63,5,2024-03-16,2,The  product  arrived  late.,0,Shipping/Delivery
1052,55,5,2023-08-14,4,The  quality  is  top-notch.,1,none
1053,6,16,2024-02-29,5,Five  stars  for  the  quick  delivery.,1,none
1054,82,17,2024-03-27,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
1055,17,7,2024-10-18,3,"Average  experience,    nothing  special.",0,Other/Unclear
1056,68,17,2023-09-14,2,Not  worth  the  money.,0,Price/Value
1057,49,17,2024-09-13,3,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
1058,32,16,2024-11-16,3,"Great  purchase,  very  satisfied.",1,none
1059,67,2,2023-12-23,2,Not  worth  the  money.,0,Price/Value
1060,15,10,2023-05-05,3,"Good  quality,  but  could  be    cheaper.",0,Price/Value
1061,64,7,2023-12-17,4,"Great  purchase,  very  satisfied.",1,none
1062,93,13,2023-11-21,5,"Great  purchase,    very  satisfied.",1,none
1063,5,6,2025-09-21,4,"Good  quality,    but  could  be  cheaper.",0,Price/Value
1064,32,16,2024-09-02,3,"The    product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
1065,33,9,2023-03-21,5,Exceeded  my  expectations!,1,none
1066,81,6,2025-08-29,4,The  quality  is    top-notch.,1,none
1067,50,7,2024-05-09,5,Amazing  value  for  the  price.,1,none
1068,61,15,2025-08-16,2,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
1069,84,9,2025-03-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
1070,23,20,2025-08-16,3,Not  worth  the  money.,0,Price/Value
1071,23,7,2024-09-16,4,"Great  purchase,  very  satisfied.",1,none
1072,51,2,2023-02-15,3,Not  worth  the  money.,0,Price/Value
1073,30,10,2023-09-22,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
1074,21,13,2023-04-07,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
1075,52,9,2025-07-25,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
1076,22,9,2024-10-29,5,The  quality  is  top-notch.,1,none
1077,95,14,2025-04-18,5,Amazing  value  for  the  price.,1,none
1078,8,2,2023-12-15,4,Customer  support  was  very  helpful.,1,none
1079,73,16,2025-06-19,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
1080,86,16,2025-05-27,4,Shipping  was  fast  and  the  item    was  well-packaged.,1,none
1081,91,5,2023-07-31,5,"I  love  this  product,  will  buy  again!",1,none
1082,87,13,2025-02-09,5,Five  stars  for  the  quick  delivery.,1,none
1083,40,6,2024-04-02,4,The  quality  is  top-notch.,1,none
1084,99,12,2023-10-29,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
1085,46,6,2025-07-02,4,Customer  support  was  very  helpful.,1,none
1086,47,11,2024-04-07,5,The  build  quality  is  impressive.,1,none
1087,35,10,2023-07-27,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
1088,55,13,2025-05-05,4,"I  love  this  product,  will  buy  again!",1,none
1089,54,12,2024-04-12,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
1090,3,14,2023-01-09,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,none
1091,72,2,2024-01-28,2,The  product    arrived  late.,0,Shipping/Delivery
1092,82,5,2023-02-16,4,Five  stars    for  the  quick  delivery.,1,none
1093,25,8,2025-10-24,3,"Average  experience,  nothing  special.",0,Other/Unclear
1094,48,11,2023-07-04,2,Not  worth  the  money.,0,Price/Value
